PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA1310013,SEELEY CWD,Imperial,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1500401,METTLER COUNTY WATER DISTRICT,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1510011,BUTTONWILLOW CWD,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1510017,INDIAN WELLS VALLEY W.D.,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1510022,WEST KERN WATER DISTRICT,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1510024,GREENFIELD COUNTY WD,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1510051,LEBEC COUNTY WATER DISTRICT,Kern,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710006,KONOCTI COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710009,UPPER LAKE COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710010,LOWER LAKE COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710011,BUCKINGHAM PARK WATER DISTRICT,Lake,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710012,COBB AREA COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1710013,CALLAYOMI COUNTY WATER DISTRICT,Lake,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA0707507,WILLOW PARK MARINA,Contra Costa,SWRCB,Contra Costa-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,Contra Costa,SWRCB,Contra Costa-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,Contra Costa,SWRCB,Contra Costa-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA0710011,CCWD/BRENTWOOD WTP,Contra Costa,SWRCB,Contra Costa-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,Imperial,SWRCB,Imperial-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1300616,PALO VERDE COUNTY WATER DIST.,Imperial,SWRCB,Imperial-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2701676,SAN LUCAS COUNTY WATER DISTRICT,Monterey,SWRCB,Monterey-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2800521,CIRCLE OAKS WATER DISTRICT,Napa,SWRCB,Napa-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2900523,WASHINGTON WATER DISTRICT,Nevada,SWRCB,Nevada-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4000507,GARDEN FARMS C.W.D.,San Luis Obispo,SWRCB,San Luis Obispo-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5200503,MINERAL COUNTY WATER DISTRICT,Tehama,SWRCB,Tehama-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5200562,SKY VIEW COUNTY WATER,Tehama,SWRCB,Tehama-LPA,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910009,VALLEY COUNTY WATER DIST.,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910028,CRESCENTA VALLEY CWD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910060,LA PUENTE VALLEY CWD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910101,ORCHARD DALE WATER DISTRICT,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910125,PICO WD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910130,QUARTZ HILL WATER DIST.,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910144,SAN GABRIEL COUNTY WD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910194,ROWLAND WATER DISTRICT,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910218,LA HABRA HEIGHTS CWD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA1910244,GREEN VALLEY CWD,Los Angeles,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2110003,NORTH MARIN WATER DISTRICT,Marin,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2110004,STINSON BEACH COUNTY WTR DIST,Marin,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2110006,NORTH MARIN WD - PT. REYES,Marin,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2300507,CALPELLA COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2300514,ELK COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2300730,WESTPORT COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2310005,WILLOW COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2310006,MILLVIEW COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,Mendocino,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2400128,COUNTRY CLUB COUNTY WD,Merced,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2410006,DELHI CWD,Merced,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2410012,HILMAR COUNTY WATER DISTRICT,Merced,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,Merced,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2500801,NEWELL COUNTY WATER DISTRICT,Modoc,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2510002,CEDARVILLE COUNTY WATER DIST.,Modoc,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2610001,MAMMOTH CWD,Mono,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA2710017,MARINA COAST WATER DISTRICT,Monterey,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010004,MESA WATER DISTRICT,Orange,SWRCB,,Special Act District,Original,Special Act District,County Water District,,This was created by an act of the legistlature to merge five districts but the district is a county water district in its functioning per the act,2/28/2023,,,,,,,,,,,,,,,
CA3010017,LAGUNA BEACH COUNTY WD,Orange,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010037,YORBA LINDA WATER DISTRICT,Orange,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010042,SOUTH COAST WATER DISTRICT,Orange,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010068,EAST ORANGE COUNTY WD - RZ,Orange,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010093,EAST ORANGE COUNTY WD - WZ,Orange,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3010094,TRABUCO CANYON WATER DISTRICT,Orange,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3110009,MEADOW VISTA CWD,Placer,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3110017,SIERRA LAKES COUNTY WATER DIST,Placer,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3110020,OLYMPIC VALLEY PSD,Placer,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3110029,ALPINE SPRINGS COUNTY WATER DISTRICT,Placer,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3110041,MIDWAY HEIGHTS C. W. D.,Placer,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3301115,CHIRIACO SUMMIT WATER DIST.,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3301512,PINYON PINES COUNTY WATER DIST,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310001,COACHELLA VWD: COVE COMMUNITY,Riverside,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310008,MISSION SPRINGS WD,Riverside,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310018,HOME GARDENS COUNTY WD,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310019,IDYLLWILD WATER DISTRICT,Riverside,SWRCB,,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310030,PINE COVE WATER DISTRICT,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310047,CABAZON WATER DISTRICT,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310048,COACHELLA VWD: I.D. NO. 8,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310078,WEST PALM SPRINGS VILLAGE,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3310081,PALM SPRINGS CREST,Riverside,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,Sacramento,SWRCB,NO,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3410007,DEL PASO MANOR COUNTY WATER DI,Sacramento,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,Sacramento,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3410033,FLORIN COUNTY WATER DISTRICT,Sacramento,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3500509,TRES PINOS CWD,San Benito,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3510003,SUNNYSLOPE COUNTY WATER DIST,San Benito,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3510004,AROMAS WATER DISTRICT,San Benito,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3600008,APPLE VALLEY FOOTHILL CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3600009,APPLE VALLEY HEIGHTS CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3600222,JUNIPER RIVIERA CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3600306,THUNDERBIRD CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610004,WEST VALLEY WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610015,CRESTLINE VILLAGE CWD - DIVISION 10,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610025,JOSHUA BASIN WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610029,MONTE VISTA CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610030,MARIANA RANCHOS CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610049,TWENTYNINE PALMS WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610055,YUCAIPA VALLEY WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610062,RUNNING SPRINGS WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610064,EAST VALLEY WATER DISTRICT,San Bernardino,SWRCB,NO,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610073,HI DESERT WD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3610110,ARROWBEAR PARK CWD,San Bernardino,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3710002,VALLECITOS WD,San Diego,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA3910019,LINDEN COUNTY WATER DISTRICT,San Joaquin,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4110001,MID-PENINSULA WATER DISTRICT,San Mateo,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4110011,COASTSIDE COUNTY WATER DISTRICT,San Mateo,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4110025,NORTH COAST COUNTY WATER DIST,San Mateo,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4110027,WESTBOROUGH WATER DISTRICT,San Mateo,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4210001,CARPINTERIA VALLEY WATER DISTRICT,Santa Barbara,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4210004,GOLETA WATER DISTRICT,Santa Barbara,SWRCB,NO,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4210007,MONTECITO WATER DIST,Santa Barbara,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,Santa Clara,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4300542,SAN MARTIN COUNTY WATER DISTRICT,Santa Clara,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4310021,PURISSIMA HILLS WATER DISTRICT,Santa Clara,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4410002,SLVWD - FELTON WATER SYSTEM,Santa Cruz,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4410013,SCOTTS VALLEY WATER DISTRICT,Santa Cruz,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4410014,SAN LORENZO VALLEY WATER DIST,Santa Cruz,SWRCB,NO,County Water District,Consolidations,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4410017,SOQUEL CREEK WATER DISTRICT,Santa Cruz,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4410018,CENTRAL WATER DISTRICT,Santa Cruz,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4510003,BURNEY WATER DISTRICT,Shasta,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4510007,COTTONWOOD WATER DISTRICT,Shasta,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4600012,ALLEGHANY COUNTY W.D.,Sierra,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4700503,CALLAHAN WATER DISTRICT,Siskiyou,SWRCB,,County Water District,Original,County Water District,County Water District,,Wasn't able to confirm County water district but did confirm it is publicly elected special district and no reason to doubt previous assignment,1/27/2023,,,,,,,,,,,,,,,
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4900611,RAINS CREEK WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4910013,VALLEY OF THE MOON WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4910019,FORESTVILLE WATER DISTRICT,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,Sonoma,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5500363,TUD-WARDS FERRY RANCHES,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510002,TUD - PONDEROSA,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510003,TUD - TUOLUMNE WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510012,TUD - UPPER BASIN WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510013,TUD - COLUMBIA WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510015,TUD - CEDAR RIDGE WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510025,TUD - PHOENIX LAKE PARK,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510028,TUD-APPLE VALLEY ESTATES,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,Tuolumne,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5610005,MEINERS OAKS CWD,Ventura,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5610022,VENTURA RIVER WATER DISTRICT,Ventura,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5610063,CAMROSA WATER DISTRICT,Ventura,SWRCB,,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA5810002,LINDA COUNTY WATER DISTRICT,Yuba,SWRCB,NO,County Water District,Original,County Water District,County Water District,,,,,,,,,,,,,,,,,,
CA0600008,COLUSA CO. WWD #1 - GRIMES,Colusa,SWRCB,,CWWD,Original,CWWD,County Waterworks District,County,,,,,,,,,,,,,,,,,
CA0600013,COLUSA CO. WWD #2 - PRINCETON,Colusa,SWRCB,,CWWD,Original,CWWD,County Waterworks District,County,,,,,,,,,,,,,,,,,
